c_text	c_thembez	c_tatsache	c_meinung	c_begruend	c_loes	c_zusw	c_frage	c_anrede	c_respekt	c_beznutzer	c_bezmedium	c_bezinhalt	c_bezpers	c_bezform	c_story	c_schrei	c_vulg	c_beleid	c_sarkzy	c_diskrim	c_luegenv	c_droh	c_gewalr	c_verwünsch	c_quali
Sandra Perrey falsch.. Eigene erfahrungen zeigen mir, dass die probleme nicht bei einer einserschülerin liegen, die (aller wahrscheinlichkein sehr gut) ihr abi schafft, sondern bei den vielen schülern die wirkliche probleme haben. Ich schmäler nix und ja es tut mir leid wenn sie statt 15 nur 14 oder 12 punkte schreibt.. Aber sie wird sicher ihreb weg gehen. Es gibt nur leider viel mehr Schüler, die unter den tisch fallen... Das problem sind nicht schüler die statt ner 1 eine 2 haben und vlt ein semester mehr auf studienzulassung warten müssen, sondern die vielen anderen, die keine perspektive haben. Das leben geht auch weiter, wenn man nich studiert aber nan ist nix, wenn man keinen abschluss hat.... Darum geht.. Sorry aber eine Schülerin, die medizin studieren will (die die noten dazi hat) jammert hier auf hohem niveau.... Sie wird das auch so hinbekommen. Sie wird sehr gute vorleistungen haben, die das abi nicht arg runterzieht... Ich glauben, wenn man sie nach dem abi noch mal einläd wird sie mit sehr guten noten bestanden haben.	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Wo Wirtschaftswachstum, Produktverkauf/Medikamente, apparative Untersuchungen, OP, Hilfsmittel und deren Konsum, im Vordergrund stehen, ist die Begleitung, Beratung, Pflege eines Pat. kontraproduktiv. Wer als Pat. sich dem Konsum verweigert, hat von diesem System nichts mehr zu erwarten.	3	0	3	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Schöne Idee, aber „günstig“ geht anders.	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
Gerade jetzt mach es Sinn.	2	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Auch ohne Pandemie fallen unzählige Unterrichtsstunden aus 💩 schon das aufzuholen ist ein Ding der Unmöglichkeit.	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1
Sieht man ja am Bonus...warum  gesplittet???....zahlt die verdammten 300 Euro  ..ach ne....besser 200 Euro in einem Monat...und 100 im nächsten🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️. ......Lächerlich.     ........	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	0	0	0	1
Meinungsfreiheit... auch solche. Andere, auch Politiker werden auf andere Weise beleidigt, das wird hingenommen. Warum immer diese Unterschiede?Und nein, ich finde sowas nicht toll aber ich finde im allgemeinen den Umgang, miteinander in unserer Gesellschaft, zum...... liegt auch daran dass alle immer gegen etwas sind anstatt das dafür zu stärken. Aber mot negativität lässt sich besser fischen.	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Jip. Grüße aus Ankara. #extremDaheimbleibing Das Gemecker über diese harmlosen Maßnahmen in Deutschland kann ich nicht nachvollziehen. Und selbst die Maßnahmen hier in der Türkei werden von anderen Staaten noch in den Schatten gestellt.	3	3	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Das ist richtig. Die, die sich an seinem Vermögen bedient haben, müssen ermittelt werden. ✌	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Schade um den S04 !	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Wir haben einen tollen Koch. Da schmeckt einfach alles klasse	3	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Thomas Griese richtig. Handball, Basketball, Volleyball... Die gehen unter. Die Kleinen bleiben aber wie immer auf der Strecke.	2	0	3	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2
Christian Truscheit Sie können Ihren Glauben doch frei ausleben. Der Glaube und die Religion anderer Menschen geht Sie nichts an.	0	2	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
Sehr schade, bin da immer gerne hingegangen und vor vielen vielen Jahren habe ich da mein Schulpraktikum gemacht	3	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Axel Kaiser Gott sei Dank gibt es eine Meinungsfreiheit und verschiedene Auffassungen. Und ganz nebenbei gefragt, was hat diese Dame denn für Vorschläge gemacht?	1	1	2	0	0	0	2	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1
Michael Lamprecht Äh... das war Punkt des Stücks von Ferdinand von Schirach, einem ehemaligen Jesuiten Schüler, der sich auch daran in seinem mit heißer Nadel gestrickten Stück abarbeitet.	1	2	2	0	0	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
In diesem Fall sollten die Bochumer ein Zeichen setzen.....parteiübergreifend und zeitnah...Herr Thomas Eiskirch	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"Ging jetzt aber schnell , fast so schnell wie in Russland, das hatten ""wir"" noch kritisiert 😂"	3	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
Es bringt nichts immer darüber zu debattieren, dass die Betroffenen sich in einer anderen Situation nicht für den Suizid entscheiden würden. Gerade Sterbenskranke BLEIBEN krank und es ist so anmaßend zu sagen, dass die Personen sich ja „nur wegen ihrer aktuellen Situation so entscheiden“. Genau, eine andere Situation wird es nie mehr geben. Religion hat bei solchen Debatten nichts zu suchen und hat sich hinter wissenschaftlichen Erkenntnissen anzustellen. Schönen Gruß an unsere jetzige peinliche „Bildungs“Ministerin A. Karliczek 🤢	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1
271 Tote im September, das ist nicht akzeptabel, wir müssen dringend etwas tun , gemeinsam aber die Politik muss endlich reagieren. Es geht um 271 verkehrstote in einem Monat.	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Jennay Aulani Klimt das ist eine gute idee👌 	1	0	3	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
"Hunderte Schüler haben in Genf gegen ""sexistische"" Kleiderordnungen an weiterführenden Schulen protestiert. Die Demonstranten, hauptsächlich Mädchen und junge Frauen, versammelten sich vor der Pinchat-Schule und forderten eine Abschaffung der ""erniedrigenden"" Regeln."	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Das ist ein Witz, oder??	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Miri Wi Na sicher macht das ein großen Unterschied. Stellen sie sich 2 Std.lang in einem nicht gut durchlüfteden Raum mit 6000 Leuten und dann stellen sie sich mit einer gleichen Anzahl auf einem Fußballfeld. Und schwupps,schon bekommt man deutlich besser Luft oder ? Was meines sie warum man träge wird wenn man den Raum indem man sich befindet sperrlich bis gar nicht lüftet ? In einem Raum können die Aerosole nicht sonderlich gut mit Frischluft zersetzt. Draussen klappt das deutlich besser und somit ist das Risiko sich draussen anzustecken um einiges geringer als im Gebäude.  Sowas lernt man ab der 5ten Klasse in der Schule. ;)   Ich hoffe geholfen zu haben. 	3	3	2	3	0	1	1	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	4
Ros In , aber aber ;)	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2
Lassen wir mal so stehen	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ätzend, der arme Fuchs 😐	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ranga- the best ! offen+ ehrlich+ das schon seit zig jahren!!!	2	3	3	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2
WDR Lokalzeit Ruhr ich denke, ihr habt, mit eurer Formulierung, einen empfindlichen Nerv getroffen. Richtig wäre wohl eher die Frage, was man tun kann, wenn man als Lehrer bemerkt, dass Potenzial in Kindern und Jugendlichen steckt, dieses aber im verborgenen bleibt. Das hat nichts mit den Schulabschlüssen der Eltern zu tun. Außerdem, so ist zumindest meine Meinung, sagt ein Abitur oder ein Studium, nichts über die Einstellung, dem Eifer oder den Charakter eines Menschen bzw. Kindes aus. Auch Abiturienten oder Studenten können Hartz IV beziehen oder sind unmotiviert. Das hat was mit der Motivation und dem Charakter eines Menschen zu tun.	3	0	3	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	4
Michaela Wirtzfeld Nein, nur weil das jeder sagt macht es das nicht richtig.	2	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0
Und 🤔 er ist bestimmt ein guter Arzt und hat hinter dem Virus wahn geschaut, was da wirklich ab geht...	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Der Herr regiert mit. Nur, leider schlecht bis gar nicht.	3	3	3	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
Es hatten ja nur wenige Personen Zugriff auf sein Konto.	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"Bin froh dass dieses Theater morgen zu Ende ist. Mir ist auch schnuppe ob Trump Präsident bleibt oder Biden es wird. Ändern wird sich wahrscheinlich nicht viel. Was mich immer wieder erstaunt dass sich viele Deutsche ( egal ob Medien oder User) einbilden zu wissen was gut für die USA ist. Vielleicht sollten wir mal besser auf unser Land schauen da haben wir genug zu tun. Die amerikanischen Medien und die Bewohner der USA machen nächstes Jahr bestimmt nicht so einen Hype um die Wahlen in Deutschland. Und dieser ganze Müll ....""Jahrhundertwahl"" etc.pp Da kann man nur mit dem Kopf schütteln."	3	0	3	3	2	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	2
Kerstin Peters und dann im Frühjahr hoffentlich alle Einschränkungen wieder aufheben.😉	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Beate Convent Welche Ausstellung war dort bislang deine liebste?	3	0	0	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
Wann findet das Thema endlich mal ein Ende? Drastische Gehaltsunterschiede gibt es auch zwischen Nord und Süd! Trotzdem jammer ich beispielsweise in Niedersachsen nicht!	2	3	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
Benjamin Urner stimmt. Dafür gibt es ja wieder Fußball 🙈	2	3	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2
WDR Lokalzeit Ruhr Alkohol desinfiziert! ☝🏼️	3	3	2	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	0	0
Kerstin Peters völlig richtig - und die Rücksicht, die wir auf einander nehmen, tut unserer Gesellschaft gut, auch wenn andere das wenig interessiert	3	0	3	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
Zigeunerschnitzel	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1
Nina Neugebauer 👍	2	0	1	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
WDR Lokalzeit Ruhr Nein ich meine das man so ein Aufstand macht wegen 50 Leuten.Und das in der Grippezeit. Jeder mit logischen Denken weiß das jetzt die Infektionrate steigen wird.Aber daraus ein Panikmache zu machen ist einfach nur lächerlich.	3	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	0	0	1	0	0	0	0
Birgit Merten für ein zwei Tage ja	3	0	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
unser Foederalismus hat seine Schwachstellen, und das sind verdammt viele. Schon bei der Schule. und jetzt bei einem Problem mit der Gesundheit. Kann man denn nicht einfach die Kompetenzen neu verteilen?	3	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Ja. Das Thema Bildung in Coronazeiten istwirklich sehr schwierig. Mein Sohn ist Lehrer. Von ihm erfahre ich auch viel, wie schwierig die gesamte Situation derzeit auch für die Lehrer ist.	3	0	3	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2
Typische Horrorgeschichten aus den Untiefen des schwarzen Kanals, um jegliche Kritik an den Maßnahmen der kommunistischen Regierung im Ansatz zu ersticken. Stell Dir vor, Du gehst in einem demokratischen Land abends ins Bett und wachst morgens in einem diktatorischen Land wieder auf.....	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
Corona Maskenmuffel....  soso... es gibt Menschen die den Staatsmedien nicht mehr glauben, die sich informieren und so stark sind ihre Meinung zu vertreten. Anders als die Reporter von ARD ZDF SAT1 RTL ... usw... 	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0
"Torsten Michael Hahn Es gibt eben keine konservative Richterin am Verfassungsgericht der USA. 

Es gibt auch nur 3 Frauen. "	3	3	0	0	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Heiko Schwarz weil der Michel, die meisten Steuern hinter Belgien und Österreich zahlt, muss doch schlechtes Gewissen eingeredet werden, damit er noch mehr Steuern abdrücken muss	2	1	3	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2
Erfreulicher Trend trotz Einschränkung von Grundrechten. So kommen wir wenigstens der Herden immunität näher.	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otmar Gordon Seifert vor Donald? Muhahahahahaha! 😂	2	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Nils Gerster ist tatsache, die Menschheit ist schon eckelhaft	0	0	3	0	0	0	0	0	2	3	0	3	0	0	0	0	1	0	3	1	0	0	0	0	0
Sorry, da muss man die Jugend in Schutz nehmen! Selbst in unserer kleinen Stadt (80.000) sind ständig alle Einkäufer mindestens einer Risikogruppe zuzuordnen.... Rentner, übergewichtig oder anders.... wenn die Jugend das sieht, haben die keine Verpflichtungen sich an Einschränkungen zu halten....	3	2	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Aber benutzt eine Kantine eine besondere Art an Öl was die Nudeln meiner Meinung nach lecker machen (habe leider keine Erfahrung an großküchen)	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mein Hund ist ein Geschenk von mir an mich 💖	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Säsch Dänz schau dir deren Werdegang / Lebenslauf an....dann darfst dich wieder melden.	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0
Christian Joh soviel Glück ist nicht jedem gegönnt. Also freut euch nicht zu früh.	3	2	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1
Sorsha Martin welche Sprache sprichst du da?	0	0	0	0	0	0	0	0	0	3	0	1	0	3	0	0	0	0	3	0	0	0	0	0	1
Oliver Zippmann da haben wir etwas gemeinsam, meine Mutter erzählte mir mal, dass sie das Rezept schon hatte, aber nichts genommen hat 🍀	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
Hami Krslak Leid mit Leid aufzuwiegen ist krank und unethisch.	3	0	3	0	0	0	0	0	0	3	0	3	2	0	0	0	0	2	0	0	0	0	0	0	1
Nicht schön sondern geil , harmonisch , sympathisch	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
André Quaas , mich würde es interessieren welche Maßnahmen Sie für notwendig empfinden um die Situation an den Schulen zu verändern und zu verbessern?	2	0	2	0	0	0	2	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
Und ? Das Parlament setzt mir die Forderungen der Einwohner der EU um . Und wenn es massiv kostet dann kostet es halt massiv .	3	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Super! Finde es schön das auch die Jüngeren schon auf diese tolle Idee kommen. Habe es vor zwei Jahren auch gemacht und bin fleißig am züchten um sie wieder zu spenden.	3	1	3	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2
Diese jungen Männer ,sollen ihr Land aufbauen und für ihre Familien sorgen ! Ich kann das nicht mehr hören ,was denken die wo wir unser Geld hernehmen ,vom Baum ,von der Strasse ? Wir arbeiten dafür !!!	2	3	3	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0
👏👏👏Grossartig	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Wie kann es sein das es bis heute keine wirkungsvolle Impfung gegen Influenza gibt? Ich beziehe mich auf das jährliche RKI Datenblatt. Wie soll das möglich sein gegen einen Virus über welchen man kaum etwas weiß?	2	3	3	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Danke, dass du das nochmal sagst Kerstin Wausge. Wir weisen da auch gerne nochmal drauf hin!	3	0	3	0	0	0	0	2	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Jens ?	1	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
Sandra Studzinski Exakt 🤗	3	0	3	0	0	0	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Hatice Carik Ich weiß nicht ob es besser ist wenn Ethik statt Religion über MEIN Leben bestimmt	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	2	0	0	1	0	0	0	0	0	2
Zu Fuß	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Nils E. Hoffmann genau so ist es. Wenn ich mich impfen lassen, und erleide einen Impfschaden, habe ich die Folgen meiner Entscheidung zu tragen. Wenn Sie sich nicht impfen lassen, und deshalb nicht mehr Zugang zu allen Bereichen des Lebens haben (um nicht andere zu gefährden), ist das Folge Ihrer Entscheidung. Wir haben alle die Wahl, uns frei zu entscheiden, inklusive der jeweiligen Konsequenzen unserer Entscheidung.	3	3	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Geht es im Weissrussland 🤔	3	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
In !!! seinem !!! Eigenen Haus o.O XD Er lebt auf den Kosten des Volkes und bereichert sich an dessen Leid. . Wenn wir mit Terroristen und Anschlägen leben müssen, dann schafft er es wohl mit einer Friedlichen Frau klar zu kommen.	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0
Das ZDF und das tägliche Trump Bashing und ein noch größerer Anhänger von Biden, Clinton, Bush & Co.	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ein paar Jugendliche machen dir Angst 🤣	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Eins ist sicher die Rente und die warme Suppe 🍜 von der Caritas.	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Finde ich super...Aber Helge wird nicht am Hungertuch nagen . Die Hilfe soll er den Leuten überlassen die nicht so erfolgreich waren/sind...Trotzdem Danke , Mr.Katzenklo....(Da war die Welt noch in Ordnung)	3	2	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
"Da ich besonders das letzte Kommentar des Priesters im Film (leben ist leiden) interessant finde - ja durch leiden wächst man aber es ist wichtig sich mit dem Tod ausseinanderzuetzen - dieser muss sich aus der Tabuzone der Kirche bewegen - denn wir sind nicht mehr gestalten die in Demut Gottes leben müssen - wir sind selber die Götter die diese Entscheidungen treffen. Auch auf die Ärztekammer bezogen - ich kann verstehen dass jemand nicht Beihilfe zum Suizid geben möchte. Aber Ärzte dürfen genau so wenig eine Art von ""Gotteshaltung"" haben und dies ist meiner Meinung definitiv Lebensverlängerung wenn dies z.B. nicht gewünscht ist."	3	0	3	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	2
Thomas Zänker Zum Glück ist das Blümchen jetzt bei RTL. Da braucht er nichts mehr zu begreifen.	1	3	3	2	0	0	0	0	0	3	0	3	0	0	0	0	0	2	3	0	0	0	0	0	0
Jeder Verstorbene ist ein Schicksal. Ein Mensch, der vielleicht vor seiner Zeit gehen musste, obwohl er das gar nicht wollte. Manchmal wünschte ich mir etwas mehr Anstand und Pietät von einigen Kommentatoren. Wenn wir mit einem harten Lockdown die kurve endlich herunter bekommen, dann ist das gut.	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Jan Gillar ja haben mein Kollege und ich vorhin schon drüber gesprochen! Mega nice	3	0	3	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2
Aber Hallo JA	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Sebastian Hilden erwarte was du willst.Ich lebe inzwischen.	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1
Ich hab ne bekannt die kennt alle Namen Lynn Lange🤣🥰	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Bin auch für mehr Gehalt, doch es ist eine Endlosspirale,mehr Geld und schon steigt es an anderer Stelle und wieder wird mehr verlangt u.s.w	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"Solange Netzwerke, die verfassungswidrige Entscheidungen produzierten und durchdrückten nicht ernstlich unter Druck geraten, von einem Platz auf einer Anklagebank mal ganz abgesehen, ist nix mit ""Normalität"". - Es ist Durchregieren mit demokratischem Anstrich."	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	2	0	0
Das ist ja interessant. Wusste ich gar nicht....	3	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
So eine Flachzange. Bitte lass es nicht unser nächster Kanzler werden 😡😡😡	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	2	0
Solangsam ufert es allgemein aus. Interessant wäre in wie weit das Verfassungsrecht bereits untergraben oder dagegen verstossen wird.	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0
Ich lasse mich schon seit Jahren regelmäßig impfen, hatte noch nie Probleme	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"Ma No naja, als Beispiel: du hast Covid 19, weißt es nicht und gehst Oma oder deine an einer Herzkrankheit leidende Mama besuchen, dann wirst du positiv getestet, wie würdest du dich fühlen, wenn sie diesen Besuch nicht überleben ?
In meiner Familie ist das passiert."	2	2	2	0	0	1	0	0	0	3	0	3	3	0	0	3	0	0	0	0	0	0	0	0	3
Michaela Stettler-Zweiacker 🙈😂😂😂😂	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0	3	0	0	0	0	0	0	0	0	2
Die Herren Kubicki, wie auch der Dings der.... Lindner aus der dysfunktionalen Partei FDP, haben es nicht nötig gehabt durch Leistung in einer bunten Regierung zu glänzen und diese mitzugestalten. Sicher erstmal aus einer Minderwertigkeit heraus abgelehnt und ausserdem, ... aus der Opposition ist es leichter alles besser zu wissen... Was für ein Karnevalsverein.	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
Mir hat die Sendung gut gefallen.	2	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Stefan Jank Oh doch! Vor 30 Jahren war bspw.die Vergewaltigung in der Ehe noch straffrei!🤷‍♀️ Das muss interessieren. Genauso das, was vor 87 Jahren falsch gelaufen ist etc.pp.	1	3	3	0	0	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
Ich setze auf den Phantastischen MPS Weihnachtsmarkt in Dortmund. Der Veranstalter hat bereits im Sommer eine richtig tolle Veranstaltung (MPS Skulpturenpark Bückeburg) mit einem super Hygienekonzept auf die Beine gestellt.	2	0	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Holger Firzlaff Sie werden nicht vermisst werden. 🙂	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0
Andreas Rosenhammer die Bedenken anderer sollte man schon ertragen können in einer Demokratie.Langzeitstudien gibt es nun mal nicht.	2	3	3	0	1	2	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
Christopher Seidee im Sozialismus musste keiner für Operationen bezahlen, das war kostenlos. Das hat der Staat finanziert. Ob er das konnte, steht auf einem anderen Blatt. Wenn Sie vom Sozialismus keine Ahnung haben lesen Sie Marx und Engels oder scrollen weiter.	3	3	1	0	1	0	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
Und nächste Woche dürfen dann wieder die anderen beiden Dampfplauderer Lauterbach und Habeck Ihre bereits 100x gehörten Sprechblasen absondern: Versprochen! Es oedet mich nur noch an	1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	1	3	3	2	3	0	0	0	0
#wirsindmehr#	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"Die Kirche ist in einen Augen ohnehin kein moralischer Aspekt, wieviele Millionen Tote sind aus Glaubensgründen zu beklagen. Hexenverbrennungen, Kreuzzüge, ""heilige Kriege"" usw. egal ob Christen, Juden, Muslime, Zen-Buddhisten...keine Religion ist besser als die andere alle haben im Namen ""ihres Glaubens"" getötet...warum sollte man nun ausgerechnet deren Moralvorstellungen als das ""Non plus Ultra"" akzeptieren??"	3	3	3	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Großartig umhauen oder beeindrucken wirds aber auch ihn nicht...	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Hört mir bloß mit dieser Zicke auf! Heute morgen damit Bekanntschaft gemacht. Ein großer Ast lag quer auf der Straße. Keine Möglichkeit um auszuweichen. Zack, mit dem Auto drüber. Tolles Gefühl aber zum Glück nix passiert.	3	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	3	0	0	0	0	0	2
10€ Pfand auf einweggrills, dann würden die Pfandsammelnden rentner gut Leben :-D	3	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Die Mensa der Universität Bielefeld war immer lecker. Vorallem seit das X steht🤩	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
wie wäre es mal mit einer Lockdown challenge wo man Familie Freunde und bekannte besucht und endlich mehr kontakte pflegt um nicht einsam zu werden.	3	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
